Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer_ID,Country,revenue
543306,21829,DINOSAUR KEYRINGS ASSORTED,1,2/7/2011 11:56:00,0.21,16686,United Kingdom,0.21
490613,21829,DINOSAUR KEYRINGS ASSORTED,1,12/7/2009 11:47:00,0.21,16768,United Kingdom,0.21
545996,21829,DINOSAUR KEYRINGS ASSORTED,1,3/8/2011 14:12:00,0.21,14367,United Kingdom,0.21
535464,10120,DOGGY RUBBER,1,11/26/2010 13:16:00,0.21,17999,United Kingdom,0.21
548309,10120,DOGGY RUBBER,1,3/30/2011 12:02:00,0.21,16657,United Kingdom,0.21
548309,10120,DOGGY RUBBER,1,3/30/2011 12:02:00,0.21,16657,United Kingdom,0.21
567462,10120,DOGGY RUBBER,1,9/20/2011 12:35:00,0.21,14446,United Kingdom,0.21
553202,10120,DOGGY RUBBER,1,5/15/2011 16:02:00,0.21,15854,United Kingdom,0.21
568702,10120,DOGGY RUBBER,1,9/28/2011 15:18:00,0.21,17950,United Kingdom,0.21
536863,10120,DOGGY RUBBER,1,12/3/2010 11:19:00,0.21,17967,United Kingdom,0.21
574049,10120,DOGGY RUBBER,1,11/2/2011 13:40:00,0.21,13316,United Kingdom,0.21
577855,10120,DOGGY RUBBER,1,11/22/2011 11:18:00,0.21,15877,United Kingdom,0.21
535427,10120,DOGGY RUBBER,1,11/26/2010 12:05:00,0.21,15872,United Kingdom,0.21
538205,10120,DOGGY RUBBER,1,12/10/2010 11:24:00,0.21,12748,United Kingdom,0.21
530810,10120,DOGGY RUBBER,1,11/4/2010 13:03:00,0.21,16327,United Kingdom,0.21
536863,10120,DOGGY RUBBER,1,12/3/2010 11:19:00,0.21,17967,United Kingdom,0.21
580515,16012,FOOD/DRINK SPONGE STICKERS,1,12/4/2011 14:09:00,0.21,17750,United Kingdom,0.21
498765,84568,GIRLS ALPHABET IRON ON PATCHES ,1,2/23/2010 9:37:00,0.21,12755,Japan,0.21
575767,84199,GLOW IN DARK DOLPHINS,1,11/11/2011 11:11:00,0.21,17348,United Kingdom,0.21
492820,84199,GLOW IN DARK DOLPHINS,1,12/20/2009 14:40:00,0.21,14404,United Kingdom,0.21
533510,84199,GLOW IN DARK DOLPHINS,1,11/17/2010 14:31:00,0.21,17987,United Kingdom,0.21
492659,84199,GLOW IN DARK DOLPHINS,1,12/17/2009 17:54:00,0.21,16720,United Kingdom,0.21
577855,84199,GLOW IN DARK DOLPHINS,1,11/22/2011 11:18:00,0.21,15877,United Kingdom,0.21
519600,84199,GLOW IN DARK DOLPHINS,1,8/18/2010 15:47:00,0.21,15353,United Kingdom,0.21
526906,84199,GLOW IN DARK DOLPHINS,1,10/13/2010 15:22:00,0.21,16120,United Kingdom,0.21
578531,84199,GLOW IN DARK DOLPHINS,1,11/24/2011 14:40:00,0.21,17364,United Kingdom,0.21
531440,84199,GLOW IN DARK DOLPHINS,1,11/8/2010 12:28:00,0.21,16470,United Kingdom,0.21
507838,84199,GLOW IN DARK DOLPHINS,1,5/11/2010 13:30:00,0.21,15034,United Kingdom,0.21
574530,84199,GLOW IN DARK DOLPHINS,1,11/4/2011 14:07:00,0.21,16887,United Kingdom,0.21
533510,84199,GLOW IN DARK DOLPHINS,1,11/17/2010 14:31:00,0.21,17987,United Kingdom,0.21
530115,84199,GLOW IN DARK DOLPHINS,1,11/1/2010 14:22:00,0.21,17190,United Kingdom,0.21
531440,84199,GLOW IN DARK DOLPHINS,1,11/8/2010 12:28:00,0.21,16470,United Kingdom,0.21
578993,84199,GLOW IN DARK DOLPHINS,1,11/27/2011 15:38:00,0.21,15987,United Kingdom,0.21
526891,84199,GLOW IN DARK DOLPHINS,1,10/13/2010 14:41:00,0.21,13832,United Kingdom,0.21
576077,84199,GLOW IN DARK DOLPHINS,1,11/13/2011 16:22:00,0.21,16720,United Kingdom,0.21
490362,84199,GLOW IN DARK DOLPHINS,1,12/4/2009 17:31:00,0.21,12748,United Kingdom,0.21
519600,84199,GLOW IN DARK DOLPHINS,1,8/18/2010 15:47:00,0.21,15353,United Kingdom,0.21
580639,84199,GLOW IN DARK DOLPHINS,1,12/5/2011 12:46:00,0.21,17254,United Kingdom,0.21
528694,84199,GLOW IN DARK DOLPHINS,1,10/24/2010 13:01:00,0.21,15059,United Kingdom,0.21
490323,84199,GLOW IN DARK DOLPHINS,1,12/4/2009 15:27:00,0.21,14087,United Kingdom,0.21
568702,84199,GLOW IN DARK DOLPHINS,1,9/28/2011 15:18:00,0.21,17950,United Kingdom,0.21
576077,84199,GLOW IN DARK DOLPHINS,1,11/13/2011 16:22:00,0.21,16720,United Kingdom,0.21
524508,84199,GLOW IN DARK DOLPHINS,1,9/29/2010 12:41:00,0.21,13770,United Kingdom,0.21
492593,16236,KITTY PENCIL ERASERS,1,12/17/2009 15:44:00,0.21,15917,United Kingdom,0.21
528477,16236,KITTY PENCIL ERASERS,1,10/22/2010 12:02:00,0.21,18022,United Kingdom,0.21
551956,16236,KITTY PENCIL ERASERS,1,5/5/2011 12:22:00,0.21,15021,United Kingdom,0.21
496301,16236,KITTY PENCIL ERASERS,1,1/31/2010 11:01:00,0.21,16718,United Kingdom,0.21
578147,16236,KITTY PENCIL ERASERS,1,11/23/2011 11:09:00,0.21,12748,United Kingdom,0.21
578153,16236,KITTY PENCIL ERASERS,1,11/23/2011 11:22:00,0.21,12748,United Kingdom,0.21
538205,16236,KITTY PENCIL ERASERS,1,12/10/2010 11:24:00,0.21,12748,United Kingdom,0.21
573396,16236,KITTY PENCIL ERASERS,1,10/30/2011 15:13:00,0.21,14723,United Kingdom,0.21
579145,16236,KITTY PENCIL ERASERS,1,11/28/2011 13:13:00,0.21,14597,United Kingdom,0.21
520877,16236,KITTY PENCIL ERASERS,1,8/31/2010 15:28:00,0.21,17346,United Kingdom,0.21
517743,16236,KITTY PENCIL ERASERS,1,8/1/2010 15:51:00,0.21,17984,United Kingdom,0.21
577296,16236,KITTY PENCIL ERASERS,1,11/18/2011 12:47:00,0.21,17286,United Kingdom,0.21
581310,16236,KITTY PENCIL ERASERS,1,12/8/2011 11:43:00,0.21,16442,United Kingdom,0.21
568702,16236,KITTY PENCIL ERASERS,1,9/28/2011 15:18:00,0.21,17950,United Kingdom,0.21
527890,16236,KITTY PENCIL ERASERS,1,10/19/2010 12:15:00,0.21,17365,United Kingdom,0.21
532369,16236,KITTY PENCIL ERASERS,1,11/11/2010 17:55:00,0.21,17862,United Kingdom,0.21
490693,16236,KITTY PENCIL ERASERS,1,12/7/2009 13:59:00,0.21,14670,United Kingdom,0.21
535464,16236,KITTY PENCIL ERASERS,1,11/26/2010 13:16:00,0.21,17999,United Kingdom,0.21
575767,16236,KITTY PENCIL ERASERS,1,11/11/2011 11:11:00,0.21,17348,United Kingdom,0.21
571909,16236,KITTY PENCIL ERASERS,1,10/19/2011 15:08:00,0.21,15006,United Kingdom,0.21
534066,16236,KITTY PENCIL ERASERS,1,11/21/2010 11:28:00,0.21,17920,United Kingdom,0.21
570445,16236,KITTY PENCIL ERASERS,1,10/10/2011 14:42:00,0.21,12748,United Kingdom,0.21
572743,16236,KITTY PENCIL ERASERS,1,10/25/2011 16:13:00,0.21,14482,United Kingdom,0.21
548309,16236,KITTY PENCIL ERASERS,1,3/30/2011 12:02:00,0.21,16657,United Kingdom,0.21
578255,16236,KITTY PENCIL ERASERS,1,11/23/2011 12:58:00,0.21,14675,United Kingdom,0.21
580678,16236,KITTY PENCIL ERASERS,1,12/5/2011 14:49:00,0.21,18015,United Kingdom,0.21
491712,16236,KITTY PENCIL ERASERS,1,12/13/2009 15:17:00,0.21,15562,United Kingdom,0.21
574351,16236,KITTY PENCIL ERASERS,1,11/4/2011 10:37:00,0.21,17348,United Kingdom,0.21
530437,M,Manual,1,11/3/2010 11:13:00,0.21,15915,United Kingdom,0.21
490300,M,Manual,1,12/4/2009 14:19:00,0.21,12970,United Kingdom,0.21
578147,16238,PARTY TIME PENCIL ERASERS,1,11/23/2011 11:09:00,0.21,12748,United Kingdom,0.21
581310,16238,PARTY TIME PENCIL ERASERS,1,12/8/2011 11:43:00,0.21,16442,United Kingdom,0.21
536987,16238,PARTY TIME PENCIL ERASERS,1,12/3/2010 14:54:00,0.21,17198,United Kingdom,0.21
528477,16238,PARTY TIME PENCIL ERASERS,1,10/22/2010 12:02:00,0.21,18022,United Kingdom,0.21
532369,16238,PARTY TIME PENCIL ERASERS,1,11/11/2010 17:55:00,0.21,17862,United Kingdom,0.21
536987,16238,PARTY TIME PENCIL ERASERS,1,12/3/2010 14:54:00,0.21,17198,United Kingdom,0.21
548309,16238,PARTY TIME PENCIL ERASERS,1,3/30/2011 12:02:00,0.21,16657,United Kingdom,0.21
570210,16238,PARTY TIME PENCIL ERASERS,1,10/9/2011 10:48:00,0.21,13259,United Kingdom,0.21
579145,16238,PARTY TIME PENCIL ERASERS,1,11/28/2011 13:13:00,0.21,14597,United Kingdom,0.21
579145,16238,PARTY TIME PENCIL ERASERS,1,11/28/2011 13:13:00,0.21,14597,United Kingdom,0.21
550298,16238,PARTY TIME PENCIL ERASERS,1,4/15/2011 16:11:00,0.21,17346,United Kingdom,0.21
578941,16238,PARTY TIME PENCIL ERASERS,1,11/27/2011 13:26:00,0.21,16024,United Kingdom,0.21
527890,16238,PARTY TIME PENCIL ERASERS,1,10/19/2010 12:15:00,0.21,17365,United Kingdom,0.21
560861,16238,PARTY TIME PENCIL ERASERS,1,7/21/2011 13:37:00,0.21,17660,United Kingdom,0.21
571909,16238,PARTY TIME PENCIL ERASERS,1,10/19/2011 15:08:00,0.21,15006,United Kingdom,0.21
580678,16238,PARTY TIME PENCIL ERASERS,1,12/5/2011 14:49:00,0.21,18015,United Kingdom,0.21
535464,16238,PARTY TIME PENCIL ERASERS,1,11/26/2010 13:16:00,0.21,17999,United Kingdom,0.21
580290,16238,PARTY TIME PENCIL ERASERS,1,12/2/2011 13:35:00,0.21,17221,United Kingdom,0.21
578941,16238,PARTY TIME PENCIL ERASERS,1,11/27/2011 13:26:00,0.21,16024,United Kingdom,0.21
551056,16235,RECYCLED PENCIL WITH RABBIT ERASER,1,4/26/2011 11:51:00,0.21,16442,United Kingdom,0.21
530437,16235,RECYCLED PENCIL WITH RABBIT ERASER,1,11/3/2010 11:13:00,0.21,15915,United Kingdom,0.21
573369,16235,RECYCLED PENCIL WITH RABBIT ERASER,1,10/30/2011 13:19:00,0.21,16049,United Kingdom,0.21
556915,16235,RECYCLED PENCIL WITH RABBIT ERASER,1,6/15/2011 13:35:00,0.21,15036,United Kingdom,0.21
533133,16235,RECYCLED PENCIL WITH RABBIT ERASER,1,11/16/2010 12:50:00,0.21,15850,United Kingdom,0.21
530437,16235,RECYCLED PENCIL WITH RABBIT ERASER,1,11/3/2010 11:13:00,0.21,15915,United Kingdom,0.21
489802,16235,RECYCLED PENCIL WITH RABBIT ERASER,1,12/2/2009 12:32:00,0.21,15581,United Kingdom,0.21
548309,16235,RECYCLED PENCIL WITH RABBIT ERASER,1,3/30/2011 12:02:00,0.21,16657,United Kingdom,0.21
505018,72708,SCULPTED ROUND IVORY CANDLE ,1,4/19/2010 14:08:00,0.21,15451,United Kingdom,0.21
545658,16237,SLEEPING CAT ERASERS,1,3/4/2011 14:13:00,0.21,14670,United Kingdom,0.21
494213,16237,SLEEPING CAT ERASERS,1,1/12/2010 11:40:00,0.21,17945,United Kingdom,0.21
535810,16237,SLEEPING CAT ERASERS,1,11/28/2010 15:14:00,0.21,16893,United Kingdom,0.21
577296,16237,SLEEPING CAT ERASERS,1,11/18/2011 12:47:00,0.21,17286,United Kingdom,0.21
533841,16237,SLEEPING CAT ERASERS,1,11/19/2010 11:12:00,0.21,17269,United Kingdom,0.21
578250,16237,SLEEPING CAT ERASERS,1,11/23/2011 12:43:00,0.21,15901,United Kingdom,0.21
536863,16237,SLEEPING CAT ERASERS,1,12/3/2010 11:19:00,0.21,17967,United Kingdom,0.21
535464,16237,SLEEPING CAT ERASERS,1,11/26/2010 13:16:00,0.21,17999,United Kingdom,0.21
545658,16237,SLEEPING CAT ERASERS,1,3/4/2011 14:13:00,0.21,14670,United Kingdom,0.21
576695,16237,SLEEPING CAT ERASERS,1,11/16/2011 12:25:00,0.21,16469,United Kingdom,0.21
571909,16237,SLEEPING CAT ERASERS,1,10/19/2011 15:08:00,0.21,15006,United Kingdom,0.21
489571,16237,SLEEPING CAT ERASERS,1,12/1/2009 13:29:00,0.21,15967,United Kingdom,0.21
574351,16237,SLEEPING CAT ERASERS,1,11/4/2011 10:37:00,0.21,17348,United Kingdom,0.21
580635,16237,SLEEPING CAT ERASERS,1,12/5/2011 12:30:00,0.21,14649,United Kingdom,0.21
536863,16237,SLEEPING CAT ERASERS,1,12/3/2010 11:19:00,0.21,17967,United Kingdom,0.21
578255,16237,SLEEPING CAT ERASERS,1,11/23/2011 12:58:00,0.21,14675,United Kingdom,0.21
522327,16237,SLEEPING CAT ERASERS,1,9/13/2010 16:15:00,0.21,18069,United Kingdom,0.21
578757,16237,SLEEPING CAT ERASERS,1,11/25/2011 11:41:00,0.21,12748,United Kingdom,0.21
543040,16237,SLEEPING CAT ERASERS,1,2/2/2011 17:06:00,0.21,17337,United Kingdom,0.21
579145,16237,SLEEPING CAT ERASERS,1,11/28/2011 13:13:00,0.21,14597,United Kingdom,0.21
576695,16237,SLEEPING CAT ERASERS,1,11/16/2011 12:25:00,0.21,16469,United Kingdom,0.21
534902,16237,SLEEPING CAT ERASERS,1,11/24/2010 15:09:00,0.21,17349,United Kingdom,0.21
499764,16237,SLEEPING CAT ERASERS,1,3/2/2010 13:09:00,0.21,17372,United Kingdom,0.21
522437,16237,SLEEPING CAT ERASERS,1,9/14/2010 13:56:00,0.21,17346,United Kingdom,0.21
566851,16237,SLEEPING CAT ERASERS,1,9/15/2011 12:16:00,0.21,15573,United Kingdom,0.21
536987,16237,SLEEPING CAT ERASERS,1,12/3/2010 14:54:00,0.21,17198,United Kingdom,0.21
526388,16237,SLEEPING CAT ERASERS,1,10/11/2010 12:52:00,0.21,17264,United Kingdom,0.21
545658,16237,SLEEPING CAT ERASERS,1,3/4/2011 14:13:00,0.21,14670,United Kingdom,0.21
578153,16237,SLEEPING CAT ERASERS,1,11/23/2011 11:22:00,0.21,12748,United Kingdom,0.21
501853,16237,SLEEPING CAT ERASERS,1,3/21/2010 11:07:00,0.21,16782,United Kingdom,0.21
528477,16237,SLEEPING CAT ERASERS,1,10/22/2010 12:02:00,0.21,18022,United Kingdom,0.21
541974,16237,SLEEPING CAT ERASERS,1,1/24/2011 14:16:00,0.21,14541,United Kingdom,0.21
537023,16237,SLEEPING CAT ERASERS,1,12/3/2010 16:02:00,0.21,16725,United Kingdom,0.21
562106,16237,SLEEPING CAT ERASERS,1,8/2/2011 15:19:00,0.21,14076,United Kingdom,0.21
522281,16237,SLEEPING CAT ERASERS,1,9/13/2010 12:56:00,0.21,16374,United Kingdom,0.21
530810,16237,SLEEPING CAT ERASERS,1,11/4/2010 13:03:00,0.21,16327,United Kingdom,0.21
536987,16237,SLEEPING CAT ERASERS,1,12/3/2010 14:54:00,0.21,17198,United Kingdom,0.21
572103,16237,SLEEPING CAT ERASERS,1,10/20/2011 15:57:00,0.21,17571,United Kingdom,0.21
579103,16237,SLEEPING CAT ERASERS,1,11/28/2011 11:39:00,0.21,18041,United Kingdom,0.21
535324,16237,SLEEPING CAT ERASERS,1,11/25/2010 15:26:00,0.21,14482,United Kingdom,0.21
505067,16237,SLEEPING CAT ERASERS,1,4/19/2010 16:48:00,0.21,14606,United Kingdom,0.21
548309,16237,SLEEPING CAT ERASERS,1,3/30/2011 12:02:00,0.21,16657,United Kingdom,0.21
538205,16237,SLEEPING CAT ERASERS,1,12/10/2010 11:24:00,0.21,12748,United Kingdom,0.21
581473,16237,SLEEPING CAT ERASERS,1,12/8/2011 19:57:00,0.21,12748,United Kingdom,0.21
530437,16237,SLEEPING CAT ERASERS,1,11/3/2010 11:13:00,0.21,15915,United Kingdom,0.21
517555,16237,SLEEPING CAT ERASERS,1,7/29/2010 19:18:00,0.21,15998,United Kingdom,0.21
537023,16237,SLEEPING CAT ERASERS,1,12/3/2010 16:02:00,0.21,16725,United Kingdom,0.21
574100,16237,SLEEPING CAT ERASERS,1,11/3/2011 10:13:00,0.21,14098,United Kingdom,0.21
580256,16237,SLEEPING CAT ERASERS,1,12/2/2011 12:24:00,0.21,14688,United Kingdom,0.21
580678,16237,SLEEPING CAT ERASERS,1,12/5/2011 14:49:00,0.21,18015,United Kingdom,0.21
580876,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1,12/6/2011 12:12:00,0.21,14071,United Kingdom,0.21
580284,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1,12/2/2011 13:21:00,0.21,15311,United Kingdom,0.21
580999,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1,12/6/2011 17:49:00,0.21,17883,United Kingdom,0.21
581193,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1,12/7/2011 17:05:00,0.21,17097,Spain,0.21
580640,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1,12/5/2011 12:51:00,0.21,16910,United Kingdom,0.21
580640,22754,SMALL RED BABUSHKA NOTEBOOK ,1,12/5/2011 12:51:00,0.21,16910,United Kingdom,0.21
580876,22754,SMALL RED BABUSHKA NOTEBOOK ,1,12/6/2011 12:12:00,0.21,14071,United Kingdom,0.21
581193,22754,SMALL RED BABUSHKA NOTEBOOK ,1,12/7/2011 17:05:00,0.21,17097,Spain,0.21
581405,22754,SMALL RED BABUSHKA NOTEBOOK ,1,12/8/2011 13:50:00,0.21,13521,United Kingdom,0.21
580999,22754,SMALL RED BABUSHKA NOTEBOOK ,1,12/6/2011 17:49:00,0.21,17883,United Kingdom,0.21
580611,22754,SMALL RED BABUSHKA NOTEBOOK ,1,12/5/2011 11:49:00,0.21,12748,United Kingdom,0.21
581467,22754,SMALL RED BABUSHKA NOTEBOOK ,1,12/8/2011 19:24:00,0.21,13077,United Kingdom,0.21
581395,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,1,12/8/2011 13:18:00,0.21,16892,United Kingdom,0.21
580876,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,1,12/6/2011 12:12:00,0.21,14071,United Kingdom,0.21
580640,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,1,12/5/2011 12:51:00,0.21,16910,United Kingdom,0.21
581193,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,1,12/7/2011 17:05:00,0.21,17097,Spain,0.21
502841,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1,3/28/2010 13:21:00,0.21,18283,United Kingdom,0.21
503956,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1,4/8/2010 16:45:00,0.21,13443,United Kingdom,0.21
518769,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1,8/11/2010 15:13:00,0.21,14736,United Kingdom,0.21
569474,21403,BLUE EGG  SPOON,2,10/4/2011 12:39:00,0.12,14178,United Kingdom,0.24
559525,21403,BLUE EGG  SPOON,2,7/10/2011 10:30:00,0.12,16923,United Kingdom,0.24
558709,21403,BLUE EGG  SPOON,2,7/1/2011 13:02:00,0.12,17338,United Kingdom,0.24
576592,21401,BLUE PUDDING SPOON,2,11/15/2011 14:47:00,0.12,13614,United Kingdom,0.24
535810,20668,DISCO BALL CHRISTMAS DECORATION,2,11/28/2010 15:14:00,0.12,16893,United Kingdom,0.24
502363,20668,DISCO BALL CHRISTMAS DECORATION,2,3/24/2010 11:19:00,0.12,14606,United Kingdom,0.24
499220,20668,DISCO BALL CHRISTMAS DECORATION,2,2/25/2010 11:32:00,0.12,14606,United Kingdom,0.24
494644,16010,FOLDING CAMPING SCISSOR W/KNIF & S,2,1/17/2010 12:12:00,0.12,16595,United Kingdom,0.24
565426,85204,HANGING WOOD AND FELT FLOWER,2,9/4/2011 12:41:00,0.12,12851,United Kingdom,0.24
556916,47518F,ICON PLACEMAT POP ART ELVIS,2,6/15/2011 13:35:00,0.12,16898,United Kingdom,0.24
579399,47518F,ICON PLACEMAT POP ART ELVIS,2,11/29/2011 12:09:00,0.12,13137,United Kingdom,0.24
571909,16054,POPART RECT PENCIL SHARPENER ASST,2,10/19/2011 15:08:00,0.12,15006,United Kingdom,0.24
563893,16054,POPART RECT PENCIL SHARPENER ASST,2,8/19/2011 17:10:00,0.12,16330,United Kingdom,0.24
574258,16054,POPART RECT PENCIL SHARPENER ASST,2,11/3/2011 13:50:00,0.12,16891,United Kingdom,0.24
567156,16054,POPART RECT PENCIL SHARPENER ASST,2,9/16/2011 17:05:00,0.12,14462,United Kingdom,0.24
576592,21402,RED  EGG  SPOON,2,11/15/2011 14:47:00,0.12,13614,United Kingdom,0.24
569474,21402,RED  EGG  SPOON,2,10/4/2011 12:39:00,0.12,14178,United Kingdom,0.24
555560,21400,RED PUDDING SPOON,2,6/5/2011 14:20:00,0.12,17346,United Kingdom,0.24
560203,16008,SMALL FOLDING SCISSOR(POINTED EDGE),2,7/15/2011 13:13:00,0.12,15311,United Kingdom,0.24
560555,16008,SMALL FOLDING SCISSOR(POINTED EDGE),2,7/19/2011 13:01:00,0.12,14178,United Kingdom,0.24
563580,16008,SMALL FOLDING SCISSOR(POINTED EDGE),2,8/17/2011 15:53:00,0.12,16706,United Kingdom,0.24
576463,16048,TEATIME ROUND PENCIL SHARPENER ,2,11/15/2011 11:37:00,0.12,17974,United Kingdom,0.24
571909,16048,TEATIME ROUND PENCIL SHARPENER ,2,10/19/2011 15:08:00,0.12,15006,United Kingdom,0.24
580884,22422,TOOTHPASTE TUBE PEN,2,12/6/2011 12:21:00,0.12,15907,United Kingdom,0.24
534887,16008,SMALL FOLDING SCISSOR(POINTED EDGE),1,11/24/2010 14:55:00,0.25,16903,United Kingdom,0.25
557250,16008,SMALL FOLDING SCISSOR(POINTED EDGE),1,6/17/2011 15:59:00,0.25,12748,United Kingdom,0.25
503972,16050,TEATIME PENCIL WITH RUBBER,1,4/8/2010 17:44:00,0.25,17180,United Kingdom,0.25
489640,15034,PAPER POCKET TRAVELING FAN ,2,12/1/2009 16:17:00,0.14,17345,United Kingdom,0.28
495389,15034,PAPER POCKET TRAVELING FAN ,2,1/24/2010 15:14:00,0.14,14044,United Kingdom,0.28
509529,15034,PAPER POCKET TRAVELING FAN ,2,5/24/2010 11:47:00,0.14,14710,United Kingdom,0.28
566851,20984,12 PENCILS TALL TUBE POSY,1,9/15/2011 12:16:00,0.29,15573,United Kingdom,0.29
569714,20984,12 PENCILS TALL TUBE POSY,1,10/5/2011 17:28:00,0.29,18033,United Kingdom,0.29
568709,20984,12 PENCILS TALL TUBE POSY,1,9/28/2011 15:42:00,0.29,15036,United Kingdom,0.29
562711,20984,12 PENCILS TALL TUBE POSY,1,8/8/2011 14:53:00,0.29,16788,United Kingdom,0.29
561320,20984,12 PENCILS TALL TUBE POSY,1,7/26/2011 12:57:00,0.29,16942,United Kingdom,0.29
570455,20984,12 PENCILS TALL TUBE POSY,1,10/10/2011 15:27:00,0.29,14529,United Kingdom,0.29
571429,20984,12 PENCILS TALL TUBE POSY,1,10/17/2011 12:50:00,0.29,15335,United Kingdom,0.29
559921,20984,12 PENCILS TALL TUBE POSY,1,7/13/2011 15:42:00,0.29,13667,United Kingdom,0.29
568709,20984,12 PENCILS TALL TUBE POSY,1,9/28/2011 15:42:00,0.29,15036,United Kingdom,0.29
566734,20984,12 PENCILS TALL TUBE POSY,1,9/14/2011 14:09:00,0.29,16910,United Kingdom,0.29
559898,20984,12 PENCILS TALL TUBE POSY,1,7/13/2011 12:18:00,0.29,16225,United Kingdom,0.29
579408,21642,ASSORTED TUTTI FRUTTI PEN,1,11/29/2011 12:34:00,0.29,14701,United Kingdom,0.29
578515,21642,ASSORTED TUTTI FRUTTI PEN,1,11/24/2011 13:40:00,0.29,16885,United Kingdom,0.29
574258,21642,ASSORTED TUTTI FRUTTI PEN,1,11/3/2011 13:50:00,0.29,16891,United Kingdom,0.29
573915,21642,ASSORTED TUTTI FRUTTI PEN,1,11/1/2011 15:55:00,0.29,15511,United Kingdom,0.29
574258,21642,ASSORTED TUTTI FRUTTI PEN,1,11/3/2011 13:50:00,0.29,16891,United Kingdom,0.29
514471,35095A,BLUE VICTORIAN FABRIC OVAL BOX,1,7/2/2010 13:25:00,0.29,12748,United Kingdom,0.29
498389,17033,"BROCADE PURSE,SMALL ARCH BUTTON",1,2/18/2010 14:43:00,0.29,14606,United Kingdom,0.29
504555,17033,"BROCADE PURSE,SMALL ARCH BUTTON",1,4/14/2010 13:39:00,0.29,13561,United Kingdom,0.29
490403,17033,"BROCADE PURSE,SMALL ARCH BUTTON",1,12/6/2009 11:13:00,0.29,17920,United Kingdom,0.29
507376,17033,"BROCADE PURSE,SMALL ARCH BUTTON",1,5/9/2010 11:29:00,0.29,13979,United Kingdom,0.29
500022,17033,"BROCADE PURSE,SMALL ARCH BUTTON",1,3/4/2010 10:46:00,0.29,14097,United Kingdom,0.29
560911,17003,BROCADE RING PURSE ,1,7/21/2011 18:00:00,0.29,17961,United Kingdom,0.29
564342,17003,BROCADE RING PURSE ,1,8/24/2011 14:53:00,0.29,16340,United Kingdom,0.29
554491,17003,BROCADE RING PURSE ,1,5/24/2011 13:50:00,0.29,14606,United Kingdom,0.29
549720,17003,BROCADE RING PURSE ,1,4/11/2011 15:25:00,0.29,14606,United Kingdom,0.29
544330,17003,BROCADE RING PURSE ,1,2/17/2011 16:59:00,0.29,17576,United Kingdom,0.29
548198,47593A,CAROUSEL PONIES BABY BIB,1,3/29/2011 16:05:00,0.29,16712,United Kingdom,0.29
574714,22599,CHRISTMAS MUSICAL ZINC STAR,1,11/6/2011 14:29:00,0.29,15427,United Kingdom,0.29
570423,22599,CHRISTMAS MUSICAL ZINC STAR,1,10/10/2011 13:38:00,0.29,14451,United Kingdom,0.29
574703,22598,CHRISTMAS MUSICAL ZINC TREE,1,11/6/2011 13:59:00,0.29,15426,United Kingdom,0.29
570423,22598,CHRISTMAS MUSICAL ZINC TREE,1,10/10/2011 13:38:00,0.29,14451,United Kingdom,0.29
570423,22598,CHRISTMAS MUSICAL ZINC TREE,1,10/10/2011 13:38:00,0.29,14451,United Kingdom,0.29
574714,22598,CHRISTMAS MUSICAL ZINC TREE,1,11/6/2011 14:29:00,0.29,15427,United Kingdom,0.29
542745,85230B,CINNAMON SCENTED VOTIVE CANDLE,1,1/31/2011 16:47:00,0.29,15881,United Kingdom,0.29
580884,21015,DARK BIRD HOUSE TREE DECORATION,1,12/6/2011 12:21:00,0.29,15907,United Kingdom,0.29
576615,21015,DARK BIRD HOUSE TREE DECORATION,1,11/15/2011 16:42:00,0.29,17231,United Kingdom,0.29
571684,21015,DARK BIRD HOUSE TREE DECORATION,1,10/18/2011 14:11:00,0.29,16730,United Kingdom,0.29
575895,21015,DARK BIRD HOUSE TREE DECORATION,1,11/11/2011 14:50:00,0.29,17052,United Kingdom,0.29
576784,21015,DARK BIRD HOUSE TREE DECORATION,1,11/16/2011 13:40:00,0.29,16204,United Kingdom,0.29
575336,21015,DARK BIRD HOUSE TREE DECORATION,1,11/9/2011 13:58:00,0.29,14968,United Kingdom,0.29
580504,21015,DARK BIRD HOUSE TREE DECORATION,1,12/4/2011 13:32:00,0.29,17936,United Kingdom,0.29
558709,15030,FAN BLACK FRAME ,1,7/1/2011 13:02:00,0.29,17338,United Kingdom,0.29
559894,81950B,FLOWER BLUE CLOCK WITH SUCKER,1,7/13/2011 12:06:00,0.29,14159,United Kingdom,0.29
559894,81950B,FLOWER BLUE CLOCK WITH SUCKER,1,7/13/2011 12:06:00,0.29,14159,United Kingdom,0.29
